attack_cat,label,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,sload,dload,spkts,dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,sjit,djit,stime,ltime,sintpkt,dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src__ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm
Backdoors,1,narp,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930682,1421930682,0.011,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,14,14,6,5,4,4,5
Backdoors,1,leaf-2,INT,3e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930670,1421930670,0.011,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,21,16,4,5,4,4,4
Backdoors,1,iatp,INT,1e-05,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930715,1421930715,0.007,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,14,14,6,6,6,6,6
Backdoors,1,unas,INT,4e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930750,1421930750,0.011,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,14,14,6,9,6,6,6
Backdoors,1,unas,INT,7e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930779,1421930779,0.007,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,6,6,3,7,2,2,3
Backdoors,1,xns-idp,INT,4e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930668,1421930668,0.005,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,21,16,6,6,6,6,6
Backdoors,1,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930792,1421930792,0.004,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,6,5,3,11,2,2,3
Backdoors,1,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930772,1421930772,0.004,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,10,9,2,2,2,2,2
DoS,1,tcp,FIN,0.488667,802,1528,62,252,2,2,http,11819.91016,21888.11523,10,8,255,255,2343789910,2714696274,80,191,1,361,3088.390878,101.7295,1424254911,1424254912,54.296333,63.48743,0.102668,0.043651,0.059017,0,1,4.0,0.0, ,1,1,11,1,1,1,2
DoS,1,idrp,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223192,1424223192,0.003,0.0,0.0,0.0,0.0,0,2,0.0,0.0, ,7,7,1,1,1,1,7
DoS,1,ospf,INT,19.888327,900,0,254,0,0,0,-,343.920349,0.0,20,0,0,0,0,0,45,0,0,0,1227.6275,0.0,1424247153,1424247173,1046.753875,0.0,0.0,0.0,0.0,0,2,0.0,0.0, ,1,1,1,1,1,1,1
DoS,1,unas,INT,6e-06,200,0,254,0,0,0,-,133333328.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424258862,1424258862,0.006,0.0,0.0,0.0,0.0,0,2,0.0,0.0, ,6,6,2,2,2,2,6
DoS,1,udp,INT,2e-06,2634,0,254,0,0,0,-,5268000256.0,0.0,2,0,0,0,0,0,1317,0,0,0,0.0,0.0,1421928038,1421928038,0.002,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,3,2,1,2,1,1,1
DoS,1,st2,INT,1.009548,360,0,254,0,0,0,-,2139.571533,0.0,4,0,0,0,0,0,90,0,0,0,475.900531,0.0,1424230171,1424230172,336.516,0.0,0.0,0.0,0.0,0,2,0.0,0.0, ,1,1,1,1,1,1,1
DoS,1,larp,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930703,1421930703,0.008,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,15,12,4,7,4,4,4
DoS,1,tcp,FIN,0.260451,826,1034,62,252,2,2,http,22852.66797,27797.93555,10,8,255,255,2803532921,3926593431,83,129,1,98,1501.483818,48.35434,1424237545,1424237545,28.939,32.550285,0.080303,0.031538,0.048765,0,1,1.0,0.0, ,1,1,1,1,1,1,1
DoS,1,sctp,CON,0.163239,536,440,254,60,0,0,-,19701.17383,10781.73731,4,2,0,0,0,0,134,220,0,0,76.941703,0.0,1424231521,1424231521,54.413,0.002,0.0,0.0,0.0,0,0,0.0,0.0, ,1,1,2,1,1,1,1
DoS,1,idrp,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223192,1424223192,0.003,0.0,0.0,0.0,0.0,0,2,0.0,0.0, ,7,7,1,1,1,1,7
DoS,1,ipcomp,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244398,1424244398,0.003,0.0,0.0,0.0,0.0,0,2,0.0,0.0, ,9,9,6,8,4,4,13
DoS,1,irtp,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237283,1424237283,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0.0, ,13,13,4,5,4,4,13
DoS,1,argus,INT,8e-06,180,0,254,0,0,0,-,90000000.0,0.0,2,0,0,0,0,0,90,0,0,0,0.0,0.0,1424223147,1424223147,0.008,0.0,0.0,0.0,0.0,0,2,0.0,0.0, ,10,10,10,10,10,10,10
DoS,1,unas,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424258853,1424258853,0.005,0.0,0.0,0.0,0.0,0,2,0.0,0.0, ,3,3,2,3,1,1,3
DoS,1,3pc,INT,6e-06,200,0,254,0,0,0,-,133333328.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424230228,1424230228,0.006,0.0,0.0,0.0,0.0,0,2,0.0,0.0, ,6,6,2,2,2,2,7
DoS,1,tcp,CON,59.982727,11085528,55276,62,252,4210,6,smtp,1478320.625,7366.520508,8424,1272,255,255,2156376519,699808032,1316,43,0,0,1067.42524,68.133789,1424225004,1424225064,7.133658,47.225238,0.056349,0.006684,0.049665,0,3,0.0,0.0, ,1,1,1,10,1,1,1
DoS,1,sctp,CON,0.13358,152,82,254,60,0,0,-,4551.57959,2455.45752,2,2,0,0,0,0,76,41,0,0,0.0,0.0,1424241862,1424241863,0.003,0.007,0.0,0.0,0.0,0,0,0.0,0.0, ,1,1,1,1,1,1,1
DoS,1,tcp,FIN,0.198278,790,268,254,252,2,1,http,28686.99609,9037.81543,10,6,255,255,2703804318,600079426,79,45,1,0,1095.122916,64.70993,1424250036,1424250037,20.461889,37.883801,0.054833,0.00885,0.045983,0,1,1.0,0.0, ,2,1,1,1,1,1,1
DoS,1,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244429,1424244429,0.01,0.0,0.0,0.0,0.0,0,2,0.0,0.0, ,12,12,5,5,4,4,14
DoS,1,ospf,REQ,58.705761,16320,0,254,0,0,0,-,2186.90625,0.0,60,0,0,0,0,0,272,0,0,0,1273.60675,0.0,1424247161,1424247220,1022.608875,0.0,0.0,0.0,0.0,0,6,0.0,0.0, ,1,1,2,2,1,1,1
DoS,1,sctp,CON,32.203072,248562,1652,254,60,0,0,-,61501.71094,393.502838,250,24,0,0,0,0,994,69,0,0,190.3285,493.566937,1424253207,1424253239,129.329625,403.66975,0.0,0.0,0.0,0,0,0.0,0.0, ,1,1,1,1,1,1,1
DoS,1,tcp,FIN,0.251539,836,5950,62,252,2,3,http,23948.57422,170311.5625,10,10,255,255,3894285474,3463290301,84,595,1,2509,1509.212451,1818.435145,1424251520,1424251520,27.948778,25.434,0.05907,0.010323,0.048747,0,1,1.0,0.0, ,1,2,1,1,1,1,1
DoS,1,larp,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223220,1424223220,0.005,0.0,0.0,0.0,0.0,0,2,0.0,0.0, ,6,6,2,11,2,2,6
DoS,1,ipv6,INT,2e-06,200,0,254,0,0,0,-,400000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223189,1424223189,0.002,0.0,0.0,0.0,0.0,0,2,0.0,0.0, ,4,4,1,1,1,1,4
DoS,1,unas,INT,6e-06,200,0,254,0,0,0,-,133333328.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237366,1424237366,0.006,0.0,0.0,0.0,0.0,0,2,0.0,0.0, ,5,5,1,2,1,1,5
DoS,1,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424251702,1424251702,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0.0, ,1,1,1,1,1,1,1
DoS,1,crudp,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424251650,1424251650,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0.0, ,6,6,3,4,3,3,6
DoS,1,qnx,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424258824,1424258824,0.008,0.0,0.0,0.0,0.0,0,2,0.0,0.0, ,7,7,3,4,3,3,8
DoS,1,unas,INT,6e-06,200,0,254,0,0,0,-,133333328.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223256,1424223256,0.006,0.0,0.0,0.0,0.0,0,2,0.0,0.0, ,5,5,1,15,1,1,5
DoS,1,tcp,FIN,0.273279,882,1006,62,252,2,2,http,23243.64453,25790.49219,10,8,255,255,494888960,3990311434,88,126,1,78,1505.407316,54.068688,1424226973,1424226974,30.364333,37.65757,0.060913,0.008997,0.051916,0,1,1.0,0.0, ,1,1,1,1,1,1,1
DoS,1,sdrp,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244375,1424244375,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0.0, ,5,5,2,2,2,2,5
DoS,1,unas,INT,7e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244438,1424244438,0.007,0.0,0.0,0.0,0.0,0,2,0.0,0.0, ,9,9,4,4,3,3,12
DoS,1,sctp,INT,9e-06,104,0,254,0,0,0,-,46222220.0,0.0,2,0,0,0,0,0,52,0,0,0,0.0,0.0,1424261428,1424261428,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0.0, ,2,2,2,2,2,2,2
DoS,1,unas,INT,6e-06,200,0,254,0,0,0,-,133333328.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244419,1424244419,0.006,0.0,0.0,0.0,0.0,0,2,0.0,0.0, ,8,8,2,2,2,2,13
DoS,1,unas,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424258847,1424258847,0.005,0.0,0.0,0.0,0.0,0,2,0.0,0.0, ,5,5,2,4,2,2,5
DoS,1,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424230440,1424230440,0.004,0.0,0.0,0.0,0.0,0,2,0.0,0.0, ,4,4,1,1,1,1,4
DoS,1,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424230335,1424230335,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0.0, ,2,2,3,27,1,1,2
DoS,1,tcp,FIN,1.94256,2837,1760,62,252,8,8,smtp,11156.41211,6885.759277,22,20,255,255,812327438,4013074753,129,88,0,0,4484.384293,122.355836,1424244950,1424244952,92.502856,94.376367,0.130663,0.090797,0.039866,0,1,0.0,0.0, ,1,1,2,1,1,1,1
DoS,1,ospf,INT,1.586461,2858,0,254,0,0,0,-,13615.21094,0.0,18,0,0,0,0,0,159,0,0,0,171.851906,0.0,1424250061,1424250063,93.321234,0.0,0.0,0.0,0.0,0,2,0.0,0.0, ,1,1,1,1,1,1,1
DoS,1,unas,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223266,1424223266,0.008,0.0,0.0,0.0,0.0,0,2,0.0,0.0, ,5,5,2,2,2,2,5
DoS,1,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237367,1424237367,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0.0, ,6,6,2,3,2,2,6
DoS,1,vmtp,INT,7e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424251627,1424251627,0.007,0.0,0.0,0.0,0.0,0,2,0.0,0.0, ,5,5,3,3,3,3,5
DoS,1,unas,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223285,1424223285,0.008,0.0,0.0,0.0,0.0,0,2,0.0,0.0, ,7,7,2,5,2,2,7
DoS,1,unas,INT,3e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930726,1421930726,0.011,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,15,14,8,8,8,8,8
DoS,1,tcp,FIN,0.391989,816,1246,254,252,2,2,http,15000.4209,22265.93164,10,8,255,255,4050032678,2209793671,82,156,1,206,2184.541323,69.675516,1424240456,1424240457,43.554333,48.859715,0.126317,0.049191,0.077126,0,1,1.0,0.0, ,1,1,1,1,1,1,1
DoS,1,tcp,FIN,0.993077,43337,2052,254,252,22,8,smtp,342136.625,15845.7002,50,24,255,255,4163146018,1013640579,867,86,0,0,1421.774125,50.792246,1424241405,1424241406,20.266878,42.756609,0.057601,0.009033,0.048568,0,1,0.0,0.0, ,1,1,1,1,1,1,1
DoS,1,unas,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424251671,1424251671,0.003,0.0,0.0,0.0,0.0,0,2,0.0,0.0, ,4,4,3,3,3,3,4
DoS,1,fc,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424251654,1424251654,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0.0, ,4,4,2,2,2,2,4
DoS,1,ddp,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930676,1421930676,0.005,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,23,18,6,8,6,6,6
DoS,1,unas,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237423,1424237423,0.008,0.0,0.0,0.0,0.0,0,2,0.0,0.0, ,6,6,1,1,1,1,6
DoS,1,tcp,FIN,0.867884,44141,1800,62,252,23,8,smtp,399067.1563,15900.74316,52,24,255,255,607551467,3518224743,849,75,0,0,1259.24266,44.47959,1424221617,1424221617,17.017334,37.211695,0.056525,0.008483,0.048042,0,1,0.0,0.0, ,1,1,1,1,1,1,1
DoS,1,unas,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223257,1424223257,0.005,0.0,0.0,0.0,0.0,0,2,0.0,0.0, ,5,5,2,1,1,1,5
DoS,1,ospf,REQ,55.8241,2808,0,254,0,0,0,-,386.929657,0.0,26,0,0,0,0,0,108,0,0,0,2599.63525,0.0,1424249467,1424249523,2338.3325,0.0,0.0,0.0,0.0,0,6,0.0,0.0, ,1,1,1,1,1,1,2
DoS,1,sccopmce,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237359,1424237359,0.004,0.0,0.0,0.0,0.0,0,2,0.0,0.0, ,5,5,2,24,2,2,5
DoS,1,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424258883,1424258883,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0.0, ,7,7,3,4,3,3,7
Exploits,1,tcp,FIN,1.480091,14100,898,254,252,7,2,-,72400.95313,4372.704102,20,10,255,255,303701011,4279422753,705,90,0,0,6057.637887,240.684891,1424249541,1424249543,77.826734,154.817,0.153455,0.086737,0.066718,0,1,0.0,0.0, ,3,1,1,2,1,1,1
Exploits,1,tcp,FIN,0.247326,830,9550,62,252,2,5,http,24162.44141,286844.0938,10,14,255,255,4215176717,493921752,83,682,1,4236,1466.345429,1616.668436,1424244636,1424244636,27.480667,18.230078,0.029362,0.00978,0.019582,0,1,1.0,0.0, ,1,1,1,1,1,1,1
Exploits,1,igp,INT,8e-06,180,0,254,0,0,0,-,90000000.0,0.0,2,0,0,0,0,0,90,0,0,0,0.0,0.0,1424230194,1424230194,0.008,0.0,0.0,0.0,0.0,0,2,0.0,0.0, ,10,10,9,9,9,9,10
Exploits,1,tcp,FIN,2.029767,450,8890,62,252,1,4,ftp-data,1596.24231,32121.91211,10,12,255,255,3649486787,4259136829,45,741,0,0,18267.68806,14768.78765,1424225957,1424225959,225.529667,173.477368,0.126477,0.064817,0.06166,0,1,0.0,0.0, ,1,1,2,3,1,1,2
Exploits,1,ospf,INT,0.418145,1040,0,254,0,0,0,-,18902.5332,0.0,20,0,0,0,0,0,52,0,0,0,23.64459,0.0,1424248406,1424248406,22.007631,0.0,0.0,0.0,0.0,0,2,0.0,0.0, ,1,1,1,1,1,1,1
Exploits,1,swipe,INT,4e-05,60,0,0,0,0,0,-,0.0,0.0,1,0,0,0,0,0,60,0,0,0,0.0,0.0,1424228348,1424228348,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0, ,3,3,3,3,3,3,3
Exploits,1,tcp,FIN,0.621297,1374,354,254,252,2,1,-,15927.96973,3991.649658,10,8,255,255,2233136587,922752995,137,44,0,0,4142.756429,150.816703,1424245828,1424245829,65.748111,82.995711,0.116449,0.040318,0.076131,0,1,0.0,0.0, ,1,1,1,1,1,1,1
Exploits,1,tcp,FIN,0.260854,806,1638,62,252,2,2,http,22265.32813,43978.625,10,8,255,255,49326628,724696486,81,205,0,0,1602.92451,58.620832,1424234202,1424234202,28.983778,34.50257,0.064601,0.009569,0.055032,0,1,0.0,0.0, ,2,1,1,1,1,1,1
Exploits,1,tcp,FIN,6.51571,8280,2658,254,252,8,7,-,9704.544922,3101.427246,22,20,255,255,3359703303,1751705114,376,133,0,0,28286.63639,931.697437,1421933940,1421933947,310.271914,338.52725,0.192734,0.082724,0.11001,0,1,0.0,0.0,0,2,3,2,1,1,1,1
Exploits,1,tcp,FIN,0.346833,948,18608,62,252,2,8,http,20044.22852,407758.2188,12,20,255,255,2522925980,754004835,79,930,1,0,1572.321735,1216.984075,1421930562,1421930563,31.530274,14.303684,0.067369,0.038094,0.029275,0,1,1.0,0.0,0,1,1,1,1,1,1,1
Exploits,1,pgm,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930714,1421930714,0.008,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,14,13,4,11,4,4,4
Exploits,1,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424230326,1424230326,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0.0, ,4,4,2,2,2,2,4
Exploits,1,tcp,FIN,0.775036,1190,41154,62,252,6,21,-,11725.90723,415567.8125,22,46,255,255,1885031150,574221355,54,895,0,0,1817.378278,1253.289325,1424257881,1424257882,36.906477,17.047956,0.052989,0.007192,0.045797,0,1,0.0,0.0, ,1,1,1,1,1,1,1
Exploits,1,tcp,FIN,0.651705,762,2666,62,252,2,2,http,8420.987305,28638.72266,10,8,255,255,2267253708,807887659,76,333,1,912,3722.072682,107.004773,1424261316,1424261317,72.411667,84.62543,0.100469,0.05778,0.042689,0,1,1.0,0.0, ,1,1,1,1,1,1,1
Exploits,1,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424251694,1424251694,0.004,0.0,0.0,0.0,0.0,0,2,0.0,0.0, ,1,1,1,1,1,1,1
Exploits,1,tcp,FIN,2.316066,1152,39740,62,252,7,21,pop3,3813.362793,134286.3281,24,46,255,255,1504991563,646486176,48,864,0,0,6775.667871,4528.186145,1424224047,1424224050,100.698524,49.544,0.181911,0.085939,0.095972,0,1,0.0,0.0, ,1,1,2,1,1,1,1
Exploits,1,ipcomp,INT,7e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930712,1421930712,0.007,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,14,13,5,5,5,5,5
Exploits,1,tcp,FIN,2.458184,1526,268,254,252,6,1,http,4611.53418,728.993408,14,6,255,255,3288736187,4259650472,109,45,1,0,19067.53493,933.860437,1421927664,1421927666,187.919841,485.748406,0.076545,0.029436,0.047109,0,1,1.0,0.0,0,1,1,1,3,1,1,1
Exploits,1,tcp,FIN,0.620247,682,768,62,252,2,2,ssl,7919.425781,8667.514648,10,8,255,255,792273755,3195409116,68,96,0,0,3751.245645,148.139563,1424242623,1424242623,68.916333,81.373859,0.135099,0.05008,0.085019,0,1,0.0,0.0, ,1,1,1,1,1,1,1
Exploits,1,tcp,FIN,0.220222,726,268,254,252,2,1,-,23757.8457,8137.243652,10,6,255,255,2776991972,1331886685,73,45,0,0,1609.341644,74.378422,1424260663,1424260663,23.577889,42.046801,0.044337,0.009985,0.034352,0,1,0.0,0.0, ,1,1,1,1,1,1,1
Exploits,1,tcp,FIN,2.036065,1056,4134,62,252,7,9,pop3,3960.580566,15567.28223,22,24,255,255,2710545951,2200263549,48,172,0,0,5340.796017,4931.687576,1424260395,1424260397,96.955476,84.727434,0.138299,0.057623,0.080676,0,1,0.0,0.0, ,1,1,1,13,1,1,1
Exploits,1,tcp,FIN,2.469959,10376,354,254,252,8,1,-,31741.41797,1004.065247,18,8,255,255,2543932909,24522310,576,44,0,0,16887.45216,701.589,1424254759,1424254761,145.291711,344.217719,0.104017,0.059698,0.044319,0,1,0.0,0.0, ,1,1,2,2,1,1,2
Exploits,1,tcp,FIN,0.619564,878,1242,62,252,2,2,http,10213.63379,14035.67676,10,8,255,255,123572685,480595738,88,155,1,197,3387.454464,126.805984,1424238424,1424238424,68.840444,77.90743,0.169834,0.073516,0.096318,0,1,1.0,0.0, ,2,1,2,2,1,1,1
Exploits,1,secure-vmtp,INT,1e-05,200,0,254,0,0,0,-,133333328.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930697,1421930697,0.006,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,12,12,2,2,2,2,2
Exploits,1,tcp,FIN,0.651556,824,1326,62,252,2,2,http,9110.498047,14255.10547,10,8,255,255,357619792,4267661112,82,166,1,253,3564.47586,109.036664,1424239612,1424239613,72.395111,72.939289,0.220988,0.140194,0.080794,0,1,1.0,0.0, ,1,1,1,1,1,1,3
Exploits,1,tcp,FIN,6.742151,419585,3798,62,252,164,8,smtp,496374.5313,4442.499512,334,70,255,255,3268623951,1878027326,1256,54,0,0,2540.809414,146.115469,1424240081,1424240087,20.304566,96.085305,0.240029,0.11226,0.127769,0,1,0.0,0.0, ,1,1,1,26,1,1,1
Exploits,1,swipe,INT,7e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223198,1424223198,0.007,0.0,0.0,0.0,0.0,0,2,0.0,0.0, ,5,5,3,3,3,3,5
Exploits,1,tcp,FIN,1.777972,1158,1650,62,252,7,9,ftp,4976.456543,7086.726074,22,22,255,255,2938205372,2458358514,53,75,0,0,4334.2286,4851.681728,1424236826,1424236827,84.665335,81.908902,0.111589,0.057118,0.054471,0,1,0.0,1.0,1,1,1,2,3,1,1,3
Exploits,1,tcp,FIN,0.637763,364,3754,62,252,1,3,ftp-data,4001.486328,42385.64844,8,10,255,255,1505436525,2919390296,46,375,0,0,5958.843748,4998.613958,1424232504,1424232505,90.978859,64.742222,0.114428,0.055082,0.059346,0,1,0.0,0.0, ,2,1,2,2,1,1,2
Exploits,1,sdrp,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930678,1421930678,0.004,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,23,18,8,8,8,8,8
Exploits,1,tcp,FIN,0.832064,894,268,254,252,2,1,http,7739.789551,2153.680664,10,6,255,255,1931534574,3948937966,89,45,1,0,5675.061749,273.708281,1424252804,1424252805,92.283556,149.263203,0.132758,0.085733,0.047025,0,1,1.0,0.0, ,2,2,2,2,2,1,1
Exploits,1,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424230422,1424230422,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0.0, ,3,3,1,21,1,1,3
Exploits,1,tcp,FIN,0.189933,736,692,62,252,2,2,-,27925.63672,25524.79102,10,8,255,255,1337702997,2316242497,74,87,0,0,1095.573955,41.880383,1421930201,1421930201,21.103667,24.361143,0.032762,0.01875,0.014012,0,1,0.0,0.0,0,2,1,1,1,1,1,1
Exploits,1,fire,INT,7e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244404,1424244404,0.007,0.0,0.0,0.0,0.0,0,2,0.0,0.0, ,8,8,6,6,5,5,10
Exploits,1,tcp,FIN,1.722583,1502,142343,62,252,2,55,http,6710.852051,655271.75,26,114,255,255,4190745156,1174782733,58,1249,1,68612,3281.044986,1629.495123,1424246806,1424246808,68.903323,14.487929,0.139121,0.061772,0.077349,0,1,1.0,0.0, ,2,1,1,1,1,1,1
Exploits,1,tcp,FIN,0.292802,834,972,62,252,2,2,http,20518.98438,23251.20703,10,8,255,255,815819301,2198797888,83,122,0,0,1624.00712,57.82307,1424234320,1424234320,32.533556,40.108,0.061652,0.011392,0.05026,0,1,0.0,0.0, ,1,1,1,1,1,1,1
Exploits,1,tcp,FIN,0.688778,1044,32326,62,252,7,18,pop3,11579.92871,366074.4063,22,40,255,255,3930827144,2882579962,47,808,0,0,1751.294646,1262.030136,1424219925,1424219926,32.798951,17.076435,0.054245,0.02219,0.032055,0,1,0.0,0.0, ,1,1,1,1,1,1,1
Exploits,1,ospf,INT,30.050091,1280,0,254,0,0,0,-,323.726135,0.0,20,0,0,0,0,0,64,0,0,0,1876.1445,0.0,1424256055,1424256086,1581.583625,0.0,0.0,0.0,0.0,0,2,0.0,0.0, ,1,1,1,1,1,1,1
