attack_cat,label,destination_port,flow_duration,total_fwd_packets,total_backward_packets,total_length_of_fwd_packets,total_length_of_bwd_packets,fwd_packet_length_max,fwd_packet_length_min,fwd_packet_length_mean,fwd_packet_length_std,bwd_packet_length_max,bwd_packet_length_min,bwd_packet_length_mean,bwd_packet_length_std,flow_bytes_s,flow_packets_s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_total,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_total,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fwd_header_length,bwd_header_length,fwd_packets_s,bwd_packets_s,min_packet_length,max_packet_length,packet_length_mean,packet_length_std,packet_length_variance,fin_flag_count,syn_flag_count,rst_flag_count,psh_flag_count,ack_flag_count,urg_flag_count,cwe_flag_count,ece_flag_count,down_up_ratio,average_packet_size,avg_fwd_segment_size,avg_bwd_segment_size,fwd_header_length.1,fwd_avg_bytes_bulk,fwd_avg_packets_bulk,fwd_avg_bulk_rate,bwd_avg_bytes_bulk,bwd_avg_packets_bulk,bwd_avg_bulk_rate,subflow_fwd_packets,subflow_fwd_bytes,subflow_bwd_packets,subflow_bwd_bytes,init_win_bytes_forward,init_win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min
DDoS,1,80,94165999.0,9,4,62,11601.0,20,0,6.888889,5.3019915,8760,0,2900.25,4128.3193,123.8557454,0.138054076,7847166.583,27000000.0,93500000.0,18,94100000,11800000.0,33000000.0,93500000,194.0,56050.0,18683.33333,29313.54884,52482,196.0,0,0,0,0,192.0,92.0,0.095575899,0.042478177,0,8760,833.5,2402.7139,5773033.654,0,0,0,0,1,0,0,0,0,897.61536,6.888889,2900.25,192.0,0,0,0,0,0,0,9,62,4,11601.0,256,229,7,20,619521.0,0.0,619521.0,619521.0,93500000.0,0.0,93500000,93500000
DDoS,1,80,1272563.0,3,6,26,11607.0,20,0,8.666667,10.263203,5840,0,1934.5,2538.9192,9141.394179,7.072341409,159070.375,449545.6537,1271639.0,3,607,303.5,399.5153314,586,21.0,1272550.0,254510.0,568592.4576,1271639,3.0,0,0,0,0,72.0,132.0,2.357447136,4.714894272,0,5840,1163.3,2138.329,4572451.567,0,0,0,1,0,0,0,0,2,1292.5555,8.666667,1934.5,72.0,0,0,0,0,0,0,3,26,6,11607.0,8192,229,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
DDoS,1,80,4086892.0,5,0,30,0.0,6,6,6.0,0.0,0,0,0.0,0.0,7.340541419,1.22342357,1021723.0,2042110.721,4084889.0,1,4086892,1021723.0,2042110.721,4084889,1.0,0.0,0.0,0.0,0,0.0,0,0,0,0,100.0,0.0,1.22342357,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100.0,0,0,0,0,0,0,5,30,0,0.0,256,-1,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
DDoS,1,80,144271.0,3,4,26,11607.0,20,0,8.666667,10.263203,11595,0,2901.75,5795.5005,80632.97544,48.51979954,24045.16667,58472.72752,143401.0,5,812,406.0,417.1930009,701,111.0,144246.0,48082.0,82549.73124,143401,5.0,0,0,0,0,72.0,92.0,20.7941998,27.72559974,0,11595,1454.125,4097.5376,16800000.0,0,0,0,1,0,0,0,0,1,1661.8572,8.666667,2901.75,72.0,0,0,0,0,0,0,3,26,4,11607.0,8192,229,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
DDoS,1,80,81193809.0,8,4,56,11601.0,20,0,7.0,5.656854,8760,0,2900.25,4128.3193,143.5700596,0.14779452,7381255.364,21700000.0,72500000.0,1,80600000,11500000.0,27100000.0,72500000,1.0,628019.0,209339.6667,348893.2515,612107,187.0,0,0,0,0,172.0,92.0,0.09852968,0.04926484,0,8760,897.1539,2488.507,6192667.308,0,0,0,0,1,0,0,0,0,971.9167,7.0,2900.25,172.0,0,0,0,0,0,0,8,56,4,11601.0,256,229,6,20,993.0,0.0,993.0,993.0,40300000.0,45600000.0,72500000,8073138
DDoS,1,80,1845652.0,3,5,26,11607.0,20,0,8.666667,10.263203,10135,0,2321.4,4413.202,6302.921678,4.334511598,263664.5714,697204.1808,1844775.0,4,600,300.0,285.6711396,502,98.0,1845604.0,461401.0,922249.3712,1844775,4.0,0,0,0,0,72.0,112.0,1.625441849,2.709069749,0,10135,1292.5555,3350.635,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666667,2321.4,72.0,0,0,0,0,0,0,3,26,5,11607.0,8192,229,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
DDoS,1,80,30242.0,3,5,26,11607.0,20,0,8.666667,10.263203,10220,0,2321.4,4455.1826,384663.7127,264.532769,4320.285714,10926.79478,29094.0,2,901,450.5,375.4737008,716,185.0,30226.0,7556.5,14364.1373,29094,2.0,0,0,0,0,72.0,112.0,99.19978837,165.3329806,0,10220,1292.5555,3378.299,11400000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666667,2321.4,72.0,0,0,0,0,0,0,3,26,5,11607.0,8192,229,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
DDoS,1,80,7964829.0,5,0,30,0.0,6,6,6.0,0.0,0,0,0.0,0.0,3.766559207,0.627759868,1991207.25,3982411.833,7964825.0,1,7964829,1991207.25,3982411.833,7964825,1.0,0.0,0.0,0.0,0,0.0,0,0,0,0,100.0,0.0,0.627759868,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100.0,0,0,0,0,0,0,5,30,0,0.0,256,-1,4,20,4.0,0.0,4.0,4.0,7964825.0,0.0,7964825,7964825
DDoS,1,80,95703.0,3,5,26,11607.0,20,0,8.666667,10.263203,10135,0,2321.4,4413.202,121553.1384,83.59194592,13671.85714,35698.71857,94627.0,5,814,407.0,504.8742418,764,50.0,95656.0,23914.0,47143.33442,94627,5.0,0,0,0,0,72.0,112.0,31.34697972,52.2449662,0,10135,1292.5555,3350.635,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666667,2321.4,72.0,0,0,0,0,0,0,3,26,5,11607.0,8192,229,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
DDoS,1,80,80259438.0,8,6,56,11601.0,20,0,7.0,5.656854,4380,0,1933.5,1757.7899,145.2414855,0.174434314,6173802.923,21000000.0,76000000.0,1,80300000,11500000.0,28500000.0,76000000,1.0,46630.0,9326.0,20553.28931,46092,48.0,0,0,0,0,172.0,132.0,0.099676751,0.074757563,0,4380,777.5333,1434.5717,2057995.838,0,0,0,0,1,0,0,0,0,833.0714,7.0,1933.5,172.0,0,0,0,0,0,0,8,56,6,11601.0,256,229,6,20,4164908.0,0.0,4164908.0,4164908.0,76000000.0,0.0,76000000,76000000
DDoS,1,80,431670.0,3,5,26,11607.0,20,0,8.666667,10.263203,10135,0,2321.4,4413.202,26948.82665,18.53267542,61667.14286,162738.0233,430722.0,3,735,367.5,381.1305551,637,98.0,431625.0,107906.25,215210.7055,430722,3.0,0,0,0,0,72.0,112.0,6.949753284,11.58292214,0,10135,1292.5555,3350.635,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666667,2321.4,72.0,0,0,0,0,0,0,3,26,5,11607.0,8192,229,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
DDoS,1,80,81952155.0,8,6,56,11607.0,20,0,7.0,5.656854,5840,0,1934.5,2538.9192,142.3147445,0.170831383,6304011.923,18900000.0,68200000.0,14,80300000,11500000.0,25400000.0,68200000,123.0,1671089.0,334217.8,746735.0834,1670018,14.0,0,0,0,0,172.0,132.0,0.097617933,0.07321345,0,5840,777.93335,1804.899,3257660.352,0,0,0,0,1,0,0,0,0,833.5,7.0,1934.5,172.0,0,0,0,0,0,0,8,56,6,11607.0,256,229,6,20,978.0,0.0,978.0,978.0,40100000.0,39700000.0,68200000,12100000
DDoS,1,80,912434.0,3,4,26,11607.0,20,0,8.666667,10.263203,11595,0,2901.75,5795.5005,12749.4153,7.671787768,152072.3333,372100.423,911619.0,4,746,373.0,446.8914857,689,57.0,912359.0,304119.6667,526109.9828,911619,4.0,0,0,0,0,72.0,92.0,3.287909043,4.383878724,0,11595,1454.125,4097.5376,16800000.0,0,0,0,1,0,0,0,0,1,1661.8572,8.666667,2901.75,72.0,0,0,0,0,0,0,3,26,4,11607.0,8192,229,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
DDoS,1,80,731179.0,3,5,26,11607.0,20,0,8.666667,10.263203,5840,0,2321.4,3173.3738,15909.92083,10.94123327,104454.1429,275924.1037,730191.0,3,681,340.5,475.8828637,677,4.0,731131.0,182782.75,364939.0046,730191,3.0,0,0,0,0,72.0,112.0,4.102962476,6.838270793,0,5840,1292.5555,2554.1592,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666667,2321.4,72.0,0,0,0,0,0,0,3,26,5,11607.0,8192,229,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
DDoS,1,80,848673.0,3,5,26,11607.0,20,0,8.666667,10.263203,7215,0,2321.4,3327.7698,13707.28184,9.426481106,121239.0,320375.4085,847782.0,1,628,314.0,442.648845,627,1.0,848613.0,212153.25,423752.5945,847782,4.0,0,0,0,0,72.0,112.0,3.534930415,5.891550691,0,7215,1292.5555,2650.5857,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666667,2321.4,72.0,0,0,0,0,0,0,3,26,5,11607.0,8192,229,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
DDoS,1,80,3857550.0,5,0,30,0.0,6,6,6.0,0.0,0,0,0.0,0.0,7.776956877,1.296159479,964387.5,1925679.152,3852906.0,1006,3857550,964387.5,1925679.152,3852906,1006.0,0.0,0.0,0.0,0,0.0,0,0,0,0,100.0,0.0,1.296159479,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100.0,0,0,0,0,0,0,5,30,0,0.0,256,-1,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
DDoS,1,80,10109324.0,8,7,56,11601.0,20,0,7.0,5.656854,4380,0,1657.2858,1548.6709,1153.093916,1.483778737,722094.5714,2050962.096,7579768.0,1,9679820,1382831.429,2840611.768,7579768,1.0,437550.0,72925.0,174257.2756,428567,51.0,0,0,0,0,172.0,152.0,0.79134866,0.692430077,0,4380,728.9375,1293.9736,1674367.663,0,0,0,0,1,0,0,0,0,777.5333,7.0,1657.2858,172.0,0,0,0,0,0,0,8,56,7,11601.0,256,229,6,20,2091948.0,0.0,2091948.0,2091948.0,7579768.0,0.0,7579768,7579768
DDoS,1,80,54178.0,3,4,26,11601.0,20,0,8.666667,10.263203,8760,0,2900.25,4128.3193,214607.4052,129.2037358,9029.666667,14397.53744,33377.0,10,20560,10280.0,14164.76304,20296,264.0,54168.0,18056.0,16738.62602,33377,191.0,0,0,0,0,72.0,92.0,55.37302964,73.83070619,0,8760,1453.375,3113.9526,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666667,2900.25,72.0,0,0,0,0,0,0,3,26,4,11601.0,8192,229,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
DDoS,1,80,7021835.0,4,0,24,0.0,6,6,6.0,0.0,0,0,0.0,0.0,3.417909991,0.569651665,2340611.667,4053204.456,7020849.0,3,7021835,2340611.667,4053204.456,7020849,3.0,0.0,0.0,0.0,0,0.0,0,0,0,0,80.0,0.0,0.569651665,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80.0,0,0,0,0,0,0,4,24,0,0.0,256,-1,3,20,986.0,0.0,986.0,986.0,7020849.0,0.0,7020849,7020849
DDoS,1,80,843736.0,3,5,26,11601.0,20,0,8.666667,10.263203,5840,0,2320.2,2436.833,13780.3768,9.481638806,120533.7143,316870.1383,839123.0,98,4135,2067.5,2010.304579,3489,646.0,843532.0,210883.0,418830.5765,839123,190.0,0,0,0,0,72.0,112.0,3.555614552,5.926024254,0,5840,1291.8889,2110.9507,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666667,2320.2,72.0,0,0,0,0,0,0,3,26,5,11601.0,8192,229,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
DDoS,1,80,85006.0,3,6,26,11607.0,20,0,8.666667,10.263203,5840,0,1934.5,2538.9192,136849.1636,105.8748794,10625.75,29584.29391,83841.0,3,1007,503.5,316.0767312,727,280.0,84960.0,16992.0,37372.16245,83841,3.0,0,0,0,0,72.0,132.0,35.29162647,70.58325295,0,5840,1163.3,2138.329,4572451.567,0,0,0,1,0,0,0,0,2,1292.5555,8.666667,1934.5,72.0,0,0,0,0,0,0,3,26,6,11607.0,8192,229,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
DDoS,1,80,7535958.0,4,0,24,0.0,6,6,6.0,0.0,0,0,0.0,0.0,3.184731125,0.530788521,2511986.0,4348290.427,7532959.0,3,7535958,2511986.0,4348290.427,7532959,3.0,0.0,0.0,0.0,0,0.0,0,0,0,0,80.0,0.0,0.530788521,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80.0,0,0,0,0,0,0,4,24,0,0.0,256,-1,3,20,2999.0,0.0,2999.0,2999.0,7532959.0,0.0,7532959,7532959
DDoS,1,80,82631102.0,8,5,56,11601.0,20,0,7.0,5.656854,4380,0,2320.2,2207.3413,141.0727888,0.157325749,6885925.167,23300000.0,80800000.0,0,82600000,11800000.0,30400000.0,80800000,0.0,57275.0,14318.75,18286.05821,38528,156.0,0,0,0,0,172.0,112.0,0.096815845,0.060509903,0,4380,833.0714,1679.9863,2822353.918,0,0,0,0,1,0,0,0,0,897.1539,7.0,2320.2,172.0,0,0,0,0,0,0,8,56,5,11601.0,256,229,6,20,1778051.0,0.0,1778051.0,1778051.0,80800000.0,0.0,80800000,80800000
DDoS,1,80,1898972.0,5,0,30,0.0,6,6,6.0,0.0,0,0,0.0,0.0,15.79802125,2.633003541,474743.0,948156.1154,1896977.0,4,1898972,474743.0,948156.1154,1896977,4.0,0.0,0.0,0.0,0,0.0,0,0,0,0,100.0,0.0,2.633003541,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100.0,0,0,0,0,0,0,5,30,0,0.0,256,-1,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
DDoS,1,80,83788204.0,9,6,62,11607.0,20,0,6.888889,5.3019915,5840,0,1934.5,2538.9192,139.2678139,0.179022813,5984871.714,21200000.0,79700000.0,0,82100000,10300000.0,28100000.0,79700000,0.0,1651193.0,330238.6,737950.8002,1650325,2.0,0,0,0,0,192.0,132.0,0.107413688,0.071609125,0,5840,729.6875,1754.3447,3077725.563,0,0,0,0,1,0,0,0,0,778.3333,6.888889,1934.5,192.0,0,0,0,0,0,0,9,62,6,11607.0,256,229,7,20,2441959.0,0.0,2441959.0,2441959.0,79700000.0,0.0,79700000,79700000
DDoS,1,80,57587.0,3,6,26,11601.0,20,0,8.666667,10.263203,4380,0,1933.5,1757.7899,201903.2073,156.2852727,7198.375,15448.67026,43812.0,16,13350,6675.0,8828.93527,12918,432.0,57529.0,11505.8,18945.02464,43812,16.0,0,0,0,0,72.0,132.0,52.09509091,104.1901818,0,4380,1162.7,1645.2418,2706820.456,0,0,0,1,0,0,0,0,2,1291.8889,8.666667,1933.5,72.0,0,0,0,0,0,0,3,26,6,11601.0,8192,229,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
DDoS,1,80,11036695.0,5,0,30,0.0,6,6,6.0,0.0,0,0,0.0,0.0,2.718205042,0.453034174,2759173.75,5515019.095,11000000.0,4,11000000,2759173.75,5515019.095,11000000,4.0,0.0,0.0,0.0,0,0.0,0,0,0,0,100.0,0.0,0.453034174,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100.0,0,0,0,0,0,0,5,30,0,0.0,256,-1,4,20,4993.0,0.0,4993.0,4993.0,11000000.0,0.0,11000000,11000000
DDoS,1,80,35382.0,3,5,26,11601.0,20,0,8.666667,10.263203,5840,0,2320.2,2436.833,328613.4193,226.1036685,5054.571429,9335.004497,24650.0,52,24815,12407.5,17387.04864,24702,113.0,35330.0,8832.5,11535.77446,24844,165.0,0,0,0,0,72.0,112.0,84.7888757,141.3147928,0,5840,1291.8889,2110.9507,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666667,2320.2,72.0,0,0,0,0,0,0,3,26,5,11601.0,8192,229,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
DDoS,1,80,6569799.0,5,0,30,0.0,6,6,6.0,0.0,0,0,0.0,0.0,4.566349747,0.761058291,1642449.75,3282914.269,6566821.0,1,6569799,1642449.75,3282914.269,6566821,1.0,0.0,0.0,0.0,0,0.0,0,0,0,0,100.0,0.0,0.761058291,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100.0,0,0,0,0,0,0,5,30,0,0.0,256,-1,4,20,2978.0,0.0,2978.0,2978.0,6566821.0,0.0,6566821,6566821
DDoS,1,80,2657963.0,5,0,30,0.0,6,6,6.0,0.0,0,0,0.0,0.0,11.28683883,1.881139805,664490.75,1324980.609,2651959.0,3,2657963,664490.75,1324980.609,2651959,3.0,0.0,0.0,0.0,0,0.0,0,0,0,0,100.0,0.0,1.881139805,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100.0,0,0,0,0,0,0,5,30,0,0.0,256,-1,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
DDoS,1,80,1181577.0,3,5,26,11607.0,20,0,8.666667,10.263203,8675,0,2321.4,3769.5361,9845.316894,6.770612495,168796.7143,445485.5099,1179062.0,32,2067,1033.5,1026.01194,1759,308.0,1181545.0,295386.25,589117.87,1179062,176.0,0,0,0,0,72.0,112.0,2.538979686,4.231632809,0,8675,1292.5555,2931.4294,8593279.278,0,0,0,1,0,0,0,0,1,1454.125,8.666667,2321.4,72.0,0,0,0,0,0,0,3,26,5,11607.0,8192,229,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
DDoS,1,80,3778895.0,4,0,24,0.0,6,6,6.0,0.0,0,0,0.0,0.0,6.351062943,1.058510491,1259631.667,2179140.692,3775886.0,3,3778895,1259631.667,2179140.692,3775886,3.0,0.0,0.0,0.0,0,0.0,0,0,0,0,80.0,0.0,1.058510491,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80.0,0,0,0,0,0,0,4,24,0,0.0,256,-1,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
DDoS,1,80,40969.0,3,6,26,11601.0,20,0,8.666667,10.263203,4380,0,1933.5,1757.7899,283799.9463,219.6782933,5121.125,13680.23665,38967.0,7,39989,19994.5,26841.06631,38974,1015.0,40962.0,8192.4,17853.9219,40128,15.0,0,0,0,0,72.0,132.0,73.22609778,146.4521956,0,4380,1162.7,1645.2418,2706820.456,0,0,0,1,0,0,0,0,2,1291.8889,8.666667,1933.5,72.0,0,0,0,0,0,0,3,26,6,11601.0,8192,229,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
DDoS,1,80,82203931.0,8,4,56,11607.0,20,0,7.0,5.656854,11595,0,2901.75,5795.5005,141.8788598,0.14597842,7473084.636,21300000.0,71100000.0,3,80500000,11500000.0,26500000.0,71100000,3.0,1752200.0,584066.6667,1010572.358,1750975,168.0,0,0,0,0,172.0,92.0,0.097318947,0.048659473,0,11595,897.61536,3214.1675,10300000.0,0,0,0,0,1,0,0,0,0,972.4167,7.0,2901.75,172.0,0,0,0,0,0,0,8,56,4,11607.0,256,229,6,20,1992.0,0.0,1992.0,1992.0,40200000.0,43600000.0,71100000,9394737
DDoS,1,80,1910962.0,5,0,30,0.0,6,6,6.0,0.0,0,0,0.0,0.0,15.6988993,2.616483216,477740.5,952819.1528,1906968.0,3,1910962,477740.5,952819.1528,1906968,3.0,0.0,0.0,0.0,0,0.0,0,0,0,0,100.0,0.0,2.616483216,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100.0,0,0,0,0,0,0,5,30,0,0.0,256,-1,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
DDoS,1,80,1874339.0,5,0,30,0.0,6,6,6.0,0.0,0,0,0.0,0.0,16.00564252,2.667607087,468584.75,936549.504,1873409.0,189,1874339,468584.75,936549.504,1873409,189.0,0.0,0.0,0.0,0,0.0,0,0,0,0,100.0,0.0,2.667607087,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100.0,0,0,0,0,0,0,5,30,0,0.0,256,-1,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
DDoS,1,80,230418.0,5,0,30,0.0,6,6,6.0,0.0,0,0,0.0,0.0,130.1981616,21.6996936,57604.5,114422.3889,229238.0,252,230418,57604.5,114422.3889,229238,252.0,0.0,0.0,0.0,0,0.0,0,0,0,0,100.0,0.0,21.6996936,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100.0,0,0,0,0,0,0,5,30,0,0.0,256,-1,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
DDoS,1,80,21091.0,3,4,26,11607.0,20,0,8.666667,10.263203,11595,0,2901.75,5795.5005,551562.2777,331.8951211,3515.166667,8311.074718,20474.0,3,586,293.0,410.1219331,583,3.0,21076.0,7025.333333,11650.62236,20474,6.0,0,0,0,0,72.0,92.0,142.2407662,189.6543549,0,11595,1454.125,4097.5376,16800000.0,0,0,0,1,0,0,0,0,1,1661.8572,8.666667,2901.75,72.0,0,0,0,0,0,0,3,26,4,11607.0,8192,229,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
DDoS,1,80,213474.0,3,4,26,11601.0,20,0,8.666667,10.263203,8760,0,2900.25,4128.3193,54465.64921,32.79087851,35579.0,77914.24795,193909.0,96,19094,9547.0,13067.33332,18787,307.0,213325.0,71108.33333,106757.2372,193909,375.0,0,0,0,0,72.0,92.0,14.05323365,18.73764487,0,8760,1453.375,3113.9526,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666667,2900.25,72.0,0,0,0,0,0,0,3,26,4,11601.0,8192,229,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
DDoS,1,80,846520.0,3,5,26,11607.0,20,0,8.666667,10.263203,7215,0,2321.4,3327.7698,13742.14431,9.450455985,120931.4286,318927.7023,844191.0,48,1602,801.0,511.9453096,1163,439.0,846472.0,211618.0,421715.7848,844191,188.0,0,0,0,0,72.0,112.0,3.543920994,5.90653499,0,7215,1292.5555,2650.5857,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666667,2321.4,72.0,0,0,0,0,0,0,3,26,5,11607.0,8192,229,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
DDoS,1,80,1418984.0,4,0,24,0.0,6,6,6.0,0.0,0,0,0.0,0.0,16.91350995,2.818918325,472994.6667,818391.8469,1417992.0,1,1418984,472994.6667,818391.8469,1417992,1.0,0.0,0.0,0.0,0,0.0,0,0,0,0,80.0,0.0,2.818918325,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80.0,0,0,0,0,0,0,4,24,0,0.0,256,-1,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
DDoS,1,80,74887776.0,8,4,56,11607.0,20,0,7.0,5.656854,11595,0,2901.75,5795.5005,155.7397031,0.16023977,6807979.636,19600000.0,65300000.0,6,73200000,10500000.0,24400000.0,65300000,49.0,1710214.0,570071.3333,984998.0495,1707448,6.0,0,0,0,0,172.0,92.0,0.106826513,0.053413257,0,11595,897.61536,3214.1675,10300000.0,0,0,0,0,1,0,0,0,0,972.4167,7.0,2901.75,172.0,0,0,0,0,0,0,8,56,4,11607.0,256,229,6,20,541.0,0.0,541.0,541.0,36600000.0,40700000.0,65300000,7833133
DDoS,1,80,8043831.0,5,0,30,0.0,6,6,6.0,0.0,0,0,0.0,0.0,3.729566173,0.621594362,2010957.75,4021164.868,8042705.0,1,8043831,2010957.75,4021164.868,8042705,1.0,0.0,0.0,0.0,0,0.0,0,0,0,0,100.0,0.0,0.621594362,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100.0,0,0,0,0,0,0,5,30,0,0.0,256,-1,4,20,1126.0,0.0,1126.0,1126.0,8042705.0,0.0,8042705,8042705
DDoS,1,80,175626.0,3,5,26,11607.0,20,0,8.666667,10.263203,8675,0,2321.4,3769.5361,66237.34527,45.55134206,25089.42857,66063.09089,174906.0,3,467,233.5,325.9762261,464,3.0,175611.0,43902.75,87335.7637,174906,4.0,0,0,0,0,72.0,112.0,17.08175327,28.46958879,0,8675,1292.5555,2931.4294,8593279.278,0,0,0,1,0,0,0,0,1,1454.125,8.666667,2321.4,72.0,0,0,0,0,0,0,3,26,5,11607.0,8192,229,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
DDoS,1,80,11154845.0,5,0,30,0.0,6,6,6.0,0.0,0,0,0.0,0.0,2.689414331,0.448235722,2788711.25,5573560.217,11100000.0,4,11200000,2788711.25,5573560.217,11100000,4.0,0.0,0.0,0.0,0,0.0,0,0,0,0,100.0,0.0,0.448235722,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100.0,0,0,0,0,0,0,5,30,0,0.0,256,-1,4,20,5794.0,0.0,5794.0,5794.0,11100000.0,0.0,11100000,11100000
DDoS,1,80,73849513.0,8,6,56,11607.0,20,0,7.0,5.656854,5840,0,1934.5,2538.9192,157.9292744,0.18957471,5680731.769,17300000.0,62200000.0,1,73700000,10500000.0,23200000.0,62200000,1.0,116976.0,23395.2,51758.38407,115981,2.0,0,0,0,0,172.0,132.0,0.108328406,0.081246304,0,5840,777.93335,1804.899,3257660.352,0,0,0,0,1,0,0,0,0,833.5,7.0,1934.5,172.0,0,0,0,0,0,0,8,56,6,11607.0,256,229,6,20,3007.0,0.0,3007.0,3007.0,36900000.0,35900000.0,62200000,11500000
DDoS,1,80,138346.0,3,5,26,11601.0,20,0,8.666667,10.263203,8760,0,2320.2,3668.897,84042.90691,57.82603039,19763.71429,46103.72602,123727.0,93,13886,6943.0,9244.714057,13480,406.0,138236.0,34559.0,59787.57086,123727,189.0,0,0,0,0,72.0,112.0,21.6847614,36.14126899,0,8760,1291.8889,2866.6074,8217438.111,0,0,0,1,0,0,0,0,1,1453.375,8.666667,2320.2,72.0,0,0,0,0,0,0,3,26,5,11601.0,8192,229,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
DDoS,1,80,6527820.0,4,0,24,0.0,6,6,6.0,0.0,0,0,0.0,0.0,3.676571964,0.612761994,2175940.0,3767975.239,6526823.0,5,6527820,2175940.0,3767975.239,6526823,5.0,0.0,0.0,0.0,0,0.0,0,0,0,0,80.0,0.0,0.612761994,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80.0,0,0,0,0,0,0,4,24,0,0.0,256,-1,3,20,997.0,0.0,997.0,997.0,6526823.0,0.0,6526823,6526823
